wbn,pid,bs,bag_oc,bag_cn,cs_ss,cs_st,cs_sd,cs_ud,location
1660257063505,BAG317424419,BAG317424419,Siliguri_Dabgrm_H (West Bengal),Siliguri_Ashram_DC (West Bengal),Complete,,2020-12-11 10:42:17.664,2020-12-11 10:42:17.664,Siliguri_Ashram_DC (West Bengal)
1660257057463,BAG230586925,BAG230586925,Aizawl_Veng_D (Mizoram),Aizawl_Dinthar_D (Mizoram),Complete,,2020-12-18 09:16:07.133,2020-12-18 09:16:07.133,Aizawl_Dinthar_D (Mizoram)
1660257078231,BAGL5874926790,BAGL5874926790,Bhiwandi_Mega_GW (Maharashtra),Gangtok_Tadong_D (Sikkim),Complete,,2020-12-12 06:21:12.709,2020-12-12 06:21:12.709,Gangtok_Tadong_D (Sikkim)
1660257024913,BAG232315777,BAG232315777,BLR_JPNagar_Pc (Karnataka),Bengaluru_Banshkri_DC (Karnataka),Complete,,2020-12-09 15:07:21.161,2020-12-09 15:07:21.161,Bengaluru_Banshkri_DC (Karnataka)
1660257048680,BAGL1296344410,BAGL1296344410,Bhiwandi_Mega_GW (Maharashtra),Imphal_Sagolband_D (Manipur),Complete,,2020-12-15 18:34:57.484,2020-12-15 18:34:57.484,Imphal_Sagolband_D (Manipur)
1660257075965,BAG318547668,BAG318547668,Bhiwandi_Mega_GW (Maharashtra),Mysore_Yadvgiri_IP (Karnataka),Complete,,2020-12-11 06:39:22.545,2020-12-11 06:39:22.545,Mysore_Yadvgiri_IP (Karnataka)
1660257083433,BAG318366840,BAG318366840,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-13 20:38:03.114,2020-12-13 20:38:03.114,Guwahati_Kaikchi_GW (Assam)
1660257087191,BAG318366887,BAG318366887,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-11 16:55:08.813,2020-12-11 16:55:08.813,Guwahati_Kaikchi_GW (Assam)
1660257077424,BAGL1250625789,BAGL1250625789,Bhiwandi_Mega_GW (Maharashtra),Kohima_AGColony_D (Nagaland),Complete,,2020-12-14 20:54:50.702,2020-12-14 20:54:50.702,Kohima_AGColony_D (Nagaland)
1660257083175,BAG318366840,BAG318366840,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-13 20:38:03.114,2020-12-13 20:38:03.114,Guwahati_Kaikchi_GW (Assam)
1660257043603,BAGL1914589205,BAGL1914589205,Siliguri_Dabgrm_H (West Bengal),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-18 12:31:31.420,2020-12-18 12:31:31.420,Siliguri_Dabgrm_H (West Bengal)
1660257073482,BAG318547486,BAG318547486,Bhiwandi_Mega_GW (Maharashtra),Chandigarh_Rajpura_GW (Punjab),Complete,,2020-12-10 16:56:40.112,2020-12-10 16:56:40.112,Chandigarh_Rajpura_GW (Punjab)
1660257086804,BAG319715756,BAG319715756,Hyderabad_Shamshbd_H (Telangana),Hyderabad_Chrminar_D (Telangana),Complete,,2020-12-09 07:21:57.704,2020-12-09 07:21:57.704,Hyderabad_Chrminar_D (Telangana)
1660257071135,BAG319566927,BAG319566927,Bhiwandi_Mega_GW (Maharashtra),Vadodara_Ranoli_I (Gujarat),Complete,,2020-12-09 10:22:02.822,2020-12-09 10:22:02.822,Vadodara_Ranoli_I (Gujarat)
1660257074484,BAG317438434,BAG317438434,Guwahati_Kaikchi_GW (Assam),Guwahati_Chandmari (Assam),Complete,,2020-12-19 12:54:24.596,2020-12-19 12:54:24.596,Guwahati_Chandmari (Assam)
1660257078986,BAG207940132,BAG207940132,Bhubaneswar_Patia (Orissa),Bhubaneshwar_Central_H_6 (Orissa),Complete,,2020-12-12 16:10:22.052,2020-12-12 16:10:22.052,Bhubaneshwar_Central_H_6 (Orissa)
1660257083190,BAG318366821,BAG318366821,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-11 20:29:18.510,2020-12-11 20:29:18.510,Guwahati_Kaikchi_GW (Assam)
1660257074484,BAGL2758838729,BAGL2758838729,Bhiwandi_Mega_GW (Maharashtra),Guwahati_AnandNgr_D (Assam),Complete,,2020-12-12 07:32:33.041,2020-12-12 07:32:33.041,Guwahati_AnandNgr_D (Assam)
1660257051782,BAGL2353950394,BAGL2353950394,Bhiwandi_Mega_GW (Maharashtra),Bengaluru_Agrahara_DC (Karnataka),Complete,,2020-12-09 14:01:23.909,2020-12-09 14:01:23.909,Bengaluru_Agrahara_DC (Karnataka)
1660257085905,BAG319561599,BAG319561599,Bhiwandi_Mega_GW (Maharashtra),Jhajjar_Policeline_I (Haryana),Complete,,2020-12-11 02:47:12.578,2020-12-11 02:47:12.578,Jhajjar_Policeline_I (Haryana)
1660257085555,BAG318547351,BAG318547351,Bhiwandi_Mega_GW (Maharashtra),Jodhpur_Basni_I (Rajasthan),Complete,,2020-12-11 01:50:49.204,2020-12-11 01:50:49.204,Jodhpur_Basni_I (Rajasthan)
1660257075965,BAG245845344,BAG245845344,Bangalore_Soukyaroad_I (Karnataka),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-15 20:55:57.491,2020-12-15 20:55:57.491,Bhiwandi_Mega_R (Maharashtra)
1660257066073,BAG313903268,BAG313903268,Dibrugarh_Mohanbari_H (Assam),Khonsa_RifleCamp_D (Arunachal Pradesh),Complete,,2020-12-14 09:10:26.714,2020-12-14 09:10:26.714,Khonsa_RifleCamp_D (Arunachal Pradesh)
1660257086874,BAG232883200,BAG232883200,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-20 08:17:55.752,2020-12-20 08:17:55.752,Bhiwandi_Mega_R (Maharashtra)
1660257038762,BAGL1545784770,BAGL1545784770,Bhiwandi_Mega_GW (Maharashtra),Aizawl_Dinthar_D (Mizoram),Complete,,2020-12-15 17:10:32.598,2020-12-15 17:10:32.598,Aizawl_Dinthar_D (Mizoram)
1660257086830,BAG318547486,BAG318547486,Bhiwandi_Mega_GW (Maharashtra),Chandigarh_Rajpura_GW (Punjab),Complete,,2020-12-10 16:56:40.112,2020-12-10 16:56:40.112,Chandigarh_Rajpura_GW (Punjab)
1660257076282,BAGL1543251925,BAGL1543251925,Bhiwandi_Mega_GW (Maharashtra),Mumbai_Bhandup_D (Maharashtra),Complete,,2020-12-08 13:29:41.063,2020-12-08 13:29:41.063,Mumbai_Bhandup_D (Maharashtra)
1660257076643,BAG318205900,BAG318205900,Bhiwandi_Mega_GW (Maharashtra),Kolkata_Elliotroad_D (West Bengal),Complete,,2020-12-11 06:53:51.715,2020-12-11 06:53:51.715,Kolkata_Elliotroad_D (West Bengal)
1660257087515,BAG318221559,BAG318221559,Bhiwandi_Mega_GW (Maharashtra),GGN_DPC (Haryana),Complete,,2020-12-10 13:26:45.353,2020-12-10 13:26:45.353,GGN_DPC (Haryana)
1660257077015,BAGL9490480362,BAGL9490480362,Bhiwandi_Mega_GW (Maharashtra),Hamirpur_GutmgrCl_D (Himachal Pradesh),Complete,,2020-12-11 07:46:24.269,2020-12-11 07:46:24.269,Hamirpur_GutmgrCl_D (Himachal Pradesh)
1660257071651,BAG318366887,BAG318366887,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-11 16:55:08.813,2020-12-11 16:55:08.813,Guwahati_Kaikchi_GW (Assam)
1660257082954,BAG318221826,BAG318221826,Bhiwandi_Mega_GW (Maharashtra),Patna_Sabalpur_H (Bihar),Complete,,2020-12-10 17:15:35.292,2020-12-10 17:15:35.292,Patna_Sabalpur_H (Bihar)
1660257087714,BAG312936440,BAG312936440,Tezpur_Sirajuli_I (Assam),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-19 23:27:08.574,2020-12-19 23:27:08.574,Guwahati_Kaikchi_GW (Assam)
1660257078430,BAG318205877,BAG318205877,Bhiwandi_Mega_GW (Maharashtra),Gwalior_PurniChhwani_P (Madhya Pradesh),Complete,,2020-12-11 23:21:04.914,2020-12-11 23:21:04.914,Gwalior_PurniChhwani_P (Madhya Pradesh)
1660256838573,BAG230458015,BAG230458015,Jaipur_NgrNigam_DC (Rajasthan),Jaipur_Bagru_I (Rajasthan),Complete,,2020-12-11 13:10:37.860,2020-12-11 13:10:37.860,Jaipur_Bagru_I (Rajasthan)
1660257051826,BAGL7350899874,BAGL7350899874,Bhiwandi_Mega_GW (Maharashtra),Nalagarh_RajIndustry_D (Himachal Pradesh),Complete,,2020-12-11 10:08:40.774,2020-12-11 10:08:40.774,Nalagarh_RajIndustry_D (Himachal Pradesh)
1660257076363,BAG231203492,BAG231203492,Namsai_TinaliRd_D (Arunachal Pradesh),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-19 08:59:39.702,2020-12-19 08:59:39.702,Guwahati_Kaikchi_GW (Assam)
1660257047652,BAGL2035580443,BAGL2035580443,Darbhanga_Ekmi_D (Bihar),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-21 07:46:05.801,2020-12-21 07:46:05.801,Patna_Sabalpur_H (Bihar)
1660257071684,BAG312878163,BAG312878163,Tezpur_Sirajuli_I (Assam),Naharlagun_Barapani_D (Arunachal Pradesh),Complete,,2020-12-14 08:17:25.652,2020-12-14 08:17:25.652,Naharlagun_Barapani_D (Arunachal Pradesh)
1660257086303,BAG317072996,BAG317072996,Patna_Sabalpur_H (Bihar),Lakhisarai_Central_I_2 (Bihar),Complete,,2020-12-13 07:00:11.409,2020-12-13 07:00:11.409,Lakhisarai_Central_I_2 (Bihar)
1660257079384,BAGL4180335569,BAGL4180335569,Bhiwandi_Mega_GW (Maharashtra),Gulbarga_Nehrugnj_I (Karnataka),Complete,,2020-12-10 03:52:33.659,2020-12-10 03:52:33.659,Gulbarga_Nehrugnj_I (Karnataka)
1660257079686,BAGL1386456513,BAGL1386456513,Bhiwandi_Mega_GW (Maharashtra),CCU_Taratala (West Bengal),Complete,,2020-12-11 06:36:13.311,2020-12-11 06:36:13.311,CCU_Taratala (West Bengal)
1660257078485,BAGL1942035001,BAGL1942035001,Bhiwandi_Mega_GW (Maharashtra),Kanpur_Central_D_7 (Uttar Pradesh),Discarded,,2020-12-11 09:07:41.608,2020-12-11 09:07:41.608,Kanpur_AshokNagar_D (Uttar Pradesh)
1660257086314,BAG232962614,BAG232962614,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-21 08:03:06.009,2020-12-21 08:03:06.009,Bhiwandi_Mega_R (Maharashtra)
1660257081311,BAG247169273,BAG247169273,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-19 08:03:07.216,2020-12-19 08:03:07.216,Bhiwandi_Mega_R (Maharashtra)
1660257084262,BAG319566925,BAG319566925,Bhiwandi_Mega_GW (Maharashtra),Vadodara_Ranoli_I (Gujarat),Complete,,2020-12-09 11:27:22.669,2020-12-09 11:27:22.669,Vadodara_Ranoli_I (Gujarat)
1660257072841,BAG317073444,BAG317073444,Siliguri_Dabgrm_H (West Bengal),Namchi_ChungRd_D (Sikkim),Complete,,2020-12-14 05:58:55.670,2020-12-14 05:58:55.670,Namchi_ChungRd_D (Sikkim)
1660257083901,BAG318221619,BAG318221619,Bhiwandi_Mega_GW (Maharashtra),Bengaluru_Hoodi_IP (Karnataka),Complete,,2020-12-09 11:30:22.413,2020-12-09 11:30:22.413,Bengaluru_Hoodi_IP (Karnataka)
1660257082420,BAG321329217,BAG321329217,Jodhpur_Basni_I (Rajasthan),Jodhpur_Basni_DC (Rajasthan),Complete,,2020-12-11 08:34:56.827,2020-12-11 08:34:56.827,Jodhpur_Basni_DC (Rajasthan)
1660257082276,BAG233448892,BAG233448892,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_D (Tamil Nadu),Complete,,2020-12-11 08:50:07.522,2020-12-11 08:50:07.522,Vellore_Avrmpalyam_D (Tamil Nadu)
1660257084553,BAG318366857,BAG318366857,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-11 18:59:54.754,2020-12-11 18:59:54.754,Guwahati_Kaikchi_GW (Assam)
1660257028693,BAG231173982,BAG231173982,Dimapur_BurmaCmp_D (Nagaland),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-17 17:41:58.821,2020-12-17 17:41:58.821,Guwahati_Kaikchi_GW (Assam)
1660257083761,BAG319566685,BAG319566685,Bhiwandi_Mega_GW (Maharashtra),Mumbai South (Maharashtra),Complete,,2020-12-08 08:39:55.440,2020-12-08 08:39:55.440,Mumbai South (Maharashtra)
1660257087471,BAGL2486021914,BAGL2486021914,Bhiwandi_Mega_GW (Maharashtra),Mumbai Sakinaka (Maharashtra),Complete,,2020-12-08 13:22:06.012,2020-12-08 13:22:06.012,Mumbai Sakinaka (Maharashtra)
1660257050916,BAG208151957,BAG208151957,Aizawl_Dinthar_D (Mizoram),Aizawl_Tanhril_I (Mizoram),Complete,,2020-12-18 16:55:32.965,2020-12-18 16:55:32.965,Aizawl_Tanhril_I (Mizoram)
1660257083271,BAG319632052,BAG319632052,Rajkot_Sokhda_H (Gujarat),Rajkot_Kothriya_DC (Gujarat),Complete,,2020-12-10 07:14:45.092,2020-12-10 07:14:45.092,Rajkot_Kothriya_DC (Gujarat)
1660257080456,BAG309777948,BAG309777948,Ludhiana_Khakat_H (Punjab),Garhshnker_Jagrata_D (Punjab),Complete,,2020-12-11 09:19:47.405,2020-12-11 09:19:47.405,Garhshnker_Jagrata_D (Punjab)
1660257079395,BAG231562028,BAG231562028,Kanpur_Rawatpur_D (Uttar Pradesh),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-15 13:21:36.337,2020-12-15 13:21:36.337,Bhiwandi_Mega_R (Maharashtra)
1660257081311,BAG208844335,BAG208844335,Nanded_Wajegaon_D (Maharashtra),Nanded_Wajegaon_H (Maharashtra),Complete,,2020-12-17 19:04:42.972,2020-12-17 19:04:42.972,Nanded_Wajegaon_H (Maharashtra)
1660257084726,BAG317536249,BAG317536249,Agartala_EastChmpmura_I (Tripura),Agartala_Neramaya_D (Tripura),Complete,,2020-12-15 09:37:39.305,2020-12-15 09:37:39.305,Agartala_Neramaya_D (Tripura)
1660257075836,BAGL1013559015,BAGL1013559015,Bhiwandi_Mega_GW (Maharashtra),Rajkot_Kothriya_DC (Gujarat),Complete,,2020-12-10 06:23:32.867,2020-12-10 06:23:32.867,Rajkot_Kothriya_DC (Gujarat)
1660257081193,BAG319561899,BAG319561899,Bhiwandi_Mega_GW (Maharashtra),Guwahati_Kaikchi_GW (Assam),Complete,,2020-12-12 15:14:50.326,2020-12-12 15:14:50.326,Guwahati_Kaikchi_GW (Assam)
1660257086911,BAGL2700838306,BAGL2700838306,Bhiwandi_Mega_GW (Maharashtra),Jaipur_BaisGodam_D (Rajasthan),Discarded,,2020-12-09 06:28:47.163,2020-12-09 06:28:47.163,Jaipur_Bagru_I (Rajasthan)
1660257083724,BAG318547659,BAG318547659,Bhiwandi_Mega_GW (Maharashtra),Mumbai_AndheriWest_D (Maharashtra),Complete,,2020-12-08 14:20:41.432,2020-12-08 14:20:41.432,Mumbai_AndheriWest_D (Maharashtra)
1660257078323,BAGL2284483772,BAGL2284483772,Bhiwandi_Mega_GW (Maharashtra),Kolkata_Central_D_4 (West Bengal),Complete,,2020-12-11 12:14:37.822,2020-12-11 12:14:37.822,Kolkata_Central_D_4 (West Bengal)
1660257081521,BAG318221890,BAG318221890,Bhiwandi_Mega_GW (Maharashtra),Kollam_Kilikollur_H (Kerala),Complete,,2020-12-10 21:46:44.146,2020-12-10 21:46:44.146,Kollam_Kilikollur_H (Kerala)
1660257086476,BAG318447325,BAG318447325,Bhiwandi_Mega_GW (Maharashtra),Lucknow_Memaura_H (Uttar Pradesh),Complete,,2020-12-10 01:17:30.407,2020-12-10 01:17:30.407,Lucknow_Memaura_H (Uttar Pradesh)
1660257075394,BAGL1145106656,BAGL1145106656,Guwahati_Bltola_D (Assam),Bhiwandi_Mega_R (Maharashtra),In Transit,,2020-12-21 07:24:29.848,2020-12-21 07:24:29.848,Bhiwandi_Mega_GW (Maharashtra)
1660257084914,BAG318221826,BAG318221826,Bhiwandi_Mega_GW (Maharashtra),Patna_Sabalpur_H (Bihar),Complete,,2020-12-10 17:15:35.292,2020-12-10 17:15:35.292,Patna_Sabalpur_H (Bihar)
1660257086745,BAG318326502,BAG318326502,Mumbai_MiraRoad_I (Maharashtra),Mumbai_BorivaliGorai3_D (Maharashtra),Complete,,2020-12-08 11:39:40.222,2020-12-08 11:39:40.222,Mumbai_BorivaliGorai3_D (Maharashtra)
1660257071721,BAG321404188,BAG321404188,Aligarh_BemaNagar_I (Uttar Pradesh),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-16 16:16:52.187,2020-12-16 16:16:52.187,Bhiwandi_Mega_R (Maharashtra)
1660257078651,BAG318221619,BAG318221619,Bhiwandi_Mega_GW (Maharashtra),Bengaluru_Hoodi_IP (Karnataka),Complete,,2020-12-09 11:30:22.413,2020-12-09 11:30:22.413,Bengaluru_Hoodi_IP (Karnataka)
1660257079476,BAG317432991,BAG317432991,Kolkata_Naiti_GW (West Bengal),CCU_Behala (West Bengal),Complete,,2020-12-11 07:06:25.180,2020-12-11 07:06:25.180,CCU_Behala (West Bengal)
1660257078592,BAGL1958622529,BAGL1958622529,Bhiwandi_Mega_GW (Maharashtra),Chandigarh_MohliPhase8_D (Punjab),Complete,,2020-12-11 07:40:00.554,2020-12-11 07:40:00.554,Chandigarh_MohliPhase8_D (Punjab)
1660257083175,BAG243368572,BAG243368572,Guwahati_Kaikchi_GW (Assam),Imphal_Sagolband_D (Manipur),Complete,,2020-12-16 19:19:11.755,2020-12-16 19:19:11.755,Imphal_Sagolband_D (Manipur)
1660257087423,BAGL1619494140,BAGL1619494140,Bhiwandi_Mega_GW (Maharashtra),Shillong_LabanKench_D (Meghalaya),Complete,,2020-12-13 06:09:04.287,2020-12-13 06:09:04.287,Shillong_LabanKench_D (Meghalaya)
1660257053543,BAGL8921273845,BAGL8921273845,Bhiwandi_Mega_GW (Maharashtra),Gangtok_Dvlpmnt_D (Sikkim),Complete,,2020-12-12 06:33:33.865,2020-12-12 06:33:33.865,Gangtok_Dvlpmnt_D (Sikkim)
1660257074834,BAG317690018,BAG317690018,Guwahati_Kaikchi_GW (Assam),Dimapur_BurmaCmp_D (Nagaland),Complete,,2020-12-13 09:26:34.930,2020-12-13 09:26:34.930,Dimapur_BurmaCmp_D (Nagaland)
1660257078360,BAG318547025,BAG318547025,Bhiwandi_Mega_GW (Maharashtra),Coimbatore_Kaniyur_H (Tamil Nadu),Complete,,2020-12-09 19:03:43.564,2020-12-09 19:03:43.564,Coimbatore_Kaniyur_H (Tamil Nadu)
1660257076186,BAG311429550,BAG311429550,Ludhiana_Khakat_H (Punjab),Ludhiana_Duggri_D (Punjab),Complete,,2020-12-11 07:33:16.746,2020-12-11 07:33:16.746,Ludhiana_Duggri_D (Punjab)
1660257077450,BAGL1759545662,BAGL1759545662,Bhiwandi_Mega_GW (Maharashtra),Patiala (Punjab),Complete,,2020-12-11 06:27:20.011,2020-12-11 06:27:20.011,Patiala (Punjab)
1660257084586,BAG318547827,BAG318547827,Bhiwandi_Mega_GW (Maharashtra),Mangalore_Bkmpdy_H (Karnataka),Complete,,2020-12-10 22:12:09.654,2020-12-10 22:12:09.654,Mangalore_Bkmpdy_H (Karnataka)
1660257075055,BAG312878269,BAG312878269,Tezpur_Sirajuli_I (Assam),Itanagar_NH52A_D (Arunachal Pradesh),Complete,,2020-12-14 06:20:34.102,2020-12-14 06:20:34.102,Itanagar_NH52A_D (Arunachal Pradesh)
1660257085850,BAG320150254,BAG320150254,Dehradun_Badowala_H (Uttarakhand),Dehradun_SubhashNgr_D (Uttarakhand),Complete,,2020-12-11 07:49:04.560,2020-12-11 07:49:04.560,Dehradun_SubhashNgr_D (Uttarakhand)
1660257079141,BAGL8691877176,BAGL8691877176,Bhiwandi_Mega_GW (Maharashtra),Tezu_Farmnala_D (Arunachal Pradesh),Complete,,2020-12-13 10:11:32.860,2020-12-13 10:11:32.860,Tezu_Farmnala_D (Arunachal Pradesh)
1660257085850,BAG318366658,BAG318366658,Bhiwandi_Mega_GW (Maharashtra),Dehradun_Badowala_H (Uttarakhand),Complete,,2020-12-10 23:17:01.288,2020-12-10 23:17:01.288,Dehradun_Badowala_H (Uttarakhand)
1660257086852,BAG320335448,BAG320335448,Allahabad_Central_H_1 (Uttar Pradesh),Allahabad_Bajha_D (Uttar Pradesh),Complete,,2020-12-10 07:30:03.031,2020-12-10 07:30:03.031,Allahabad_Bajha_D (Uttar Pradesh)
1660257086664,BAG232911681,BAG232911681,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-14 10:40:24.436,2020-12-14 10:40:24.436,Bhiwandi_Mega_R (Maharashtra)
1660257084030,BAG321329217,BAG321329217,Jodhpur_Basni_I (Rajasthan),Jodhpur_Basni_DC (Rajasthan),Complete,,2020-12-11 08:34:56.827,2020-12-11 08:34:56.827,Jodhpur_Basni_DC (Rajasthan)
1660257079082,BAG311144893,BAG311144893,Sikar_IndustrialArea_I (Rajasthan),Pilani (Rajasthan),Complete,,2020-12-11 09:18:01.745,2020-12-11 09:18:01.745,Pilani (Rajasthan)
1660257084564,BAGL2494248982,BAGL2494248982,Bhiwandi_Mega_GW (Maharashtra),Roorkee_Dc (Uttarakhand),Complete,,2020-12-12 07:06:27.747,2020-12-12 07:06:27.747,Roorkee_Dc (Uttarakhand)
1660257083330,BAG208200043,BAG208200043,Bengaluru_Millers_Dc (Karnataka),Bangalore_Indirangr_I (Karnataka),Complete,,2020-12-11 10:37:41.690,2020-12-11 10:37:41.690,Bangalore_Indirangr_I (Karnataka)
1660257086815,BAG318366658,BAG318366658,Bhiwandi_Mega_GW (Maharashtra),Dehradun_Badowala_H (Uttarakhand),Complete,,2020-12-10 23:17:01.288,2020-12-10 23:17:01.288,Dehradun_Badowala_H (Uttarakhand)
1660257083385,BAG318547778,BAG318547778,Bhiwandi_Mega_GW (Maharashtra),Kolkata_Naiti_GW (West Bengal),Complete,,2020-12-11 01:12:39.444,2020-12-11 01:12:39.444,Kolkata_Naiti_GW (West Bengal)
1660257083750,BAG317730682,BAG317730682,Allahabad_Central_H_1 (Uttar Pradesh),Bhiwandi_Mega_R (Maharashtra),Complete,,2020-12-19 19:47:53.253,2020-12-19 19:47:53.253,Bhiwandi_Mega_R (Maharashtra)
1660257087596,BAG310022321,BAG310022321,Ghaziabad_Central_D_2 (Uttar Pradesh),GZB_Mohan_Nagar_DPC (Uttar Pradesh),Complete,,2020-12-12 15:49:12.198,2020-12-12 15:49:12.198,GZB_Mohan_Nagar_DPC (Uttar Pradesh)
1660257071522,BAG318366658,BAG318366658,Bhiwandi_Mega_GW (Maharashtra),Dehradun_Badowala_H (Uttarakhand),Complete,,2020-12-10 23:17:01.288,2020-12-10 23:17:01.288,Dehradun_Badowala_H (Uttarakhand)
1660257083750,BAG321626573,BAG321626573,Allahabad_Phaphamu_DC (Uttar Pradesh),Allahabad_Central_H_1 (Uttar Pradesh),Complete,,2020-12-16 12:40:34.675,2020-12-16 12:40:34.675,Allahabad_Central_H_1 (Uttar Pradesh)
1660257075604,BAGL2644118585,BAGL2644118585,Bhiwandi_Mega_GW (Maharashtra),Imphal_Sagolband_D (Manipur),Complete,,2020-12-15 18:34:16.718,2020-12-15 18:34:16.718,Imphal_Sagolband_D (Manipur)
1660257076050,BAGL2654344798,BAGL2654344798,Bhiwandi_Mega_GW (Maharashtra),Alappuzha_Pazhvedu_D (Kerala),Complete,,2020-12-11 07:37:12.202,2020-12-11 07:37:12.202,Alappuzha_Pazhvedu_D (Kerala)
1660257085511,BAG317424525,BAG317424525,Siliguri_Dabgrm_H (West Bengal),Birpara_Bhanunagar_DPP (West Bengal),Complete,,2020-12-12 08:32:22.438,2020-12-12 08:32:22.438,Birpara_Bhanunagar_DPP (West Bengal)
1660257083820,BAG321329217,BAG321329217,Jodhpur_Basni_I (Rajasthan),Jodhpur_Basni_DC (Rajasthan),Complete,,2020-12-11 08:34:56.827,2020-12-11 08:34:56.827,Jodhpur_Basni_DC (Rajasthan)
1660257086826,BAGL2389017851,BAGL2389017851,Bhiwandi_Mega_GW (Maharashtra),Mumbai_Khar West _Dc (Maharashtra),Complete,,2020-12-08 11:17:09.098,2020-12-08 11:17:09.098,Mumbai_Khar West _Dc (Maharashtra)
1660257083820,BAG321329497,BAG321329497,Jodhpur_Basni_I (Rajasthan),Jodhpur_Basni_DC (Rajasthan),Complete,,2020-12-13 07:27:32.792,2020-12-13 07:27:32.792,Jodhpur_Basni_DC (Rajasthan)
1660257077726,BAGL2439750890,BAGL2439750890,Bhiwandi_Mega_GW (Maharashtra),Pilani (Rajasthan),Complete,,2020-12-11 08:46:36.149,2020-12-11 08:46:36.149,Pilani (Rajasthan)
1660257071522,BAG320150254,BAG320150254,Dehradun_Badowala_H (Uttarakhand),Dehradun_SubhashNgr_D (Uttarakhand),Complete,,2020-12-11 07:49:04.560,2020-12-11 07:49:04.560,Dehradun_SubhashNgr_D (Uttarakhand)
1660257074134,BAG318294442,BAG318294442,Bhiwandi_Mega_GW (Maharashtra),Dehradun_Badowala_H (Uttarakhand),Complete,,2020-12-11 00:09:26.457,2020-12-11 00:09:26.457,Dehradun_Badowala_H (Uttarakhand)
1660257084424,BAG320633836,BAG320633836,Gurgaon_Bilaspur_P (Haryana),Kurukshetra_DC (Haryana),Complete,,2020-12-13 07:31:28.702,2020-12-13 07:31:28.702,Kurukshetra_DC (Haryana)
1660257078172,BAG247169273,BAG247169273,Bhiwandi_Mega_R (Maharashtra),-,Complete,,2020-12-19 08:03:07.216,2020-12-19 08:03:07.216,Bhiwandi_Mega_R (Maharashtra)
1660257073283,BAG312878163,BAG312878163,Tezpur_Sirajuli_I (Assam),Naharlagun_Barapani_D (Arunachal Pradesh),Complete,,2020-12-14 08:17:25.652,2020-12-14 08:17:25.652,Naharlagun_Barapani_D (Arunachal Pradesh)
1660257086594,BAG318447325,BAG318447325,Bhiwandi_Mega_GW (Maharashtra),Lucknow_Memaura_H (Uttar Pradesh),Complete,,2020-12-10 01:17:30.407,2020-12-10 01:17:30.407,Lucknow_Memaura_H (Uttar Pradesh)
1660257083481,BAG318248072,BAG318248072,Bhiwandi_Mega_GW (Maharashtra),Silchar_Sirikona_H (Assam),Complete,,2020-12-12 17:27:48.458,2020-12-12 17:27:48.458,Silchar_Sirikona_H (Assam)
1660257082862,BAG233206173,BAG233206173,Bengaluru_Peenya_IP (Karnataka),Bengaluru_Rajajinagar_Dc (Karnataka),Complete,,2020-12-09 14:29:05.646,2020-12-09 14:29:05.646,Bengaluru_Rajajinagar_Dc (Karnataka)
1660257083805,BAG317474084,BAG317474084,Bongaigaon_Doligaon_I (Assam),Barpeta_NorthDPP_D (Assam),Complete,,2020-12-15 07:21:15.387,2020-12-15 07:21:15.387,Barpeta_NorthDPP_D (Assam)
1660257086513,BAGL1498309285,BAGL1498309285,Bhiwandi_Mega_GW (Maharashtra),Ghaziabad_Vasundhra (Uttar Pradesh),Complete,,2020-12-10 08:01:12.791,2020-12-10 08:01:12.791,Ghaziabad_Vasundhra (Uttar Pradesh)
1660257087095,BAG318221818,BAG318221818,Bhiwandi_Mega_GW (Maharashtra),Gwalior_PurniChhwani_P (Madhya Pradesh),Complete,,2020-12-10 03:42:12.706,2020-12-10 03:42:12.706,Gwalior_PurniChhwani_P (Madhya Pradesh)
